date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-28,2023-05-28 05:47:S.000000,2023-05-28 13:26:S.000000,2023-05-28 06:56:S.000000,2023-05-28 15:29:S.000000,4380,4,1560,6660,1200,26820,22440,0.84,1560,1200,2340,2,4,7500,8280
2023-05-28,2023-05-28 20:42:S.000000,2023-05-28 22:24:S.000000,2023-05-28 21:36:S.000000,2023-05-29 00:27:S.000000,2220,1,720,0,0,4800,2580,0.54,720,0,2820,0,2,840,1740
2023-05-29,2023-05-29 06:32:S.000000,2023-05-29 12:45:S.000000,2023-05-29 07:32:S.000000,2023-05-29 14:49:S.000000,3960,5,1800,3000,0,20820,16860,0.81,1800,0,3720,3,4,9300,4560
