date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-28,2023-05-28 09:22:S.000000,2023-05-28 16:06:S.000000,2023-05-28 12:11:S.000000,2023-05-28 18:09:S.000000,900,2,720,2160,0,23880,22980,0.96,720,0,540,3,2,10320,10500
2023-05-29,2023-05-29 04:35:S.000000,2023-05-29 13:18:S.000000,2023-05-29 05:02:S.000000,2023-05-29 16:47:S.000000,1560,8,1080,3180,0,30420,28860,0.95,1080,0,1440,3,10,18900,6780
2023-05-29,2023-05-29 17:41:S.000000,2023-05-29 21:08:S.000000,2023-05-29 19:45:S.000000,2023-05-29 23:11:S.000000,1260,1,780,2280,0,12300,11040,0.9,780,0,600,1,0,7740,1020
