date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-28,2023-05-28 05:25:S.000000,2023-05-28 11:55:S.000000,2023-05-28 11:02:S.000000,2023-05-28 13:58:S.000000,3060,2,2340,4320,0,23220,20160,0.87,2340,0,900,3,1,11520,4320
2023-05-28,2023-05-28 19:49:S.000000,2023-05-28 21:29:S.000000,2023-05-28 21:31:S.000000,2023-05-28 23:32:S.000000,780,0,780,960,0,6000,5220,0.87,780,0,0,2,0,2580,1680
2023-05-29,2023-05-29 08:41:S.000000,2023-05-29 14:00:S.000000,2023-05-29 10:43:S.000000,2023-05-29 16:03:S.000000,1380,2,1380,5100,0,18660,17280,0.93,1380,0,480,2,1,11400,780
