date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-25,2023-05-25 03:05:S.000000,2023-05-25 12:21:S.000000,2023-05-25 07:32:S.000000,2023-05-25 14:25:S.000000,3780,4,1500,4380,960,32700,28920,0.88,1500,960,1980,3,5,19560,4980
2023-05-26,2023-05-26 05:43:S.000000,2023-05-26 10:27:S.000000,2023-05-26 10:29:S.000000,2023-05-26 12:30:S.000000,2760,2,1920,2700,0,17040,14280,0.84,1920,0,840,3,0,10440,1140
2023-05-26,2023-05-26 22:27:S.000000,2023-05-26 23:50:S.000000,2023-05-26 23:11:S.000000,2023-05-27 01:53:S.000000,1320,1,1320,0,0,4620,3300,0.71,1320,0,360,0,1,600,2700
2023-05-27,2023-05-27 03:49:S.000000,2023-05-27 12:31:S.000000,2023-05-27 05:22:S.000000,2023-05-27 14:34:S.000000,6720,11,540,2460,0,28740,22020,0.77,540,0,8760,4,9,15780,3780
