date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-25,2023-05-25 00:05:S.000000,2023-05-25 07:44:S.000000,2023-05-25 07:46:S.000000,2023-05-25 09:47:S.000000,2460,1,1740,6420,0,27540,25080,0.91,1740,0,720,4,0,12000,6660
2023-05-26,2023-05-26 00:25:S.000000,2023-05-26 06:17:S.000000,2023-05-26 03:37:S.000000,2023-05-26 08:20:S.000000,660,1,660,4200,0,20880,20220,0.97,660,0,240,4,1,12120,3900
