date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-25,2023-05-25 04:27:S.000000,2023-05-25 09:36:S.000000,2023-05-25 05:53:S.000000,2023-05-25 11:39:S.000000,3660,4,420,1620,0,17400,13740,0.79,420,0,4380,1,3,8640,3480
2023-05-26,2023-05-25 23:26:S.000000,2023-05-26 00:16:S.000000,2023-05-26 00:17:S.000000,2023-05-26 02:19:S.000000,1020,0,1020,0,0,3000,1980,0.66,1020,0,0,0,0,300,1680
2023-05-26,2023-05-26 04:42:S.000000,2023-05-26 12:02:S.000000,2023-05-26 05:36:S.000000,2023-05-26 14:05:S.000000,4440,7,1320,3960,0,25260,20820,0.82,1320,0,4260,4,3,14220,2640
2023-05-27,2023-05-27 04:53:S.000000,2023-05-27 08:34:S.000000,2023-05-27 05:56:S.000000,2023-05-27 10:41:S.000000,3300,4,720,2700,0,12240,8940,0.73,720,0,3600,2,2,5040,1200
2023-05-27,2023-05-27 18:31:S.000000,2023-05-27 20:29:S.000000,2023-05-27 20:31:S.000000,2023-05-27 22:32:S.000000,3660,1,1380,180,1860,7080,3420,0.48,1380,1860,420,1,0,2820,420
