date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-25,2023-05-25 02:25:S.000000,2023-05-25 09:56:S.000000,2023-05-25 09:05:S.000000,2023-05-25 11:59:S.000000,3000,1,1200,5700,780,26700,23700,0.89,1200,780,1380,3,1,4800,13200
2023-05-26,2023-05-25 23:32:S.000000,2023-05-26 09:11:S.000000,2023-05-26 04:00:S.000000,2023-05-26 11:14:S.000000,1560,1,1560,6060,0,34500,32940,0.95,1560,0,240,5,1,10320,16560
2023-05-27,2023-05-27 03:21:S.000000,2023-05-27 10:30:S.000000,2023-05-27 08:56:S.000000,2023-05-27 12:33:S.000000,4740,2,1860,3660,0,24300,19560,0.8,1860,0,4320,2,3,9840,6060
