date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-25,2023-05-25 01:42:S.000000,2023-05-25 08:44:S.000000,2023-05-25 07:54:S.000000,2023-05-25 10:47:S.000000,3840,2,1980,2700,1320,25200,21360,0.85,1980,1320,660,3,1,13380,5280
2023-05-26,2023-05-25 23:41:S.000000,2023-05-26 08:25:S.000000,2023-05-26 00:22:S.000000,2023-05-26 10:28:S.000000,6780,2,2100,4440,0,31140,24360,0.78,2100,0,4980,5,2,16740,3180
2023-05-27,2023-05-26 22:43:S.000000,2023-05-27 09:54:S.000000,2023-05-27 08:45:S.000000,2023-05-27 11:57:S.000000,4380,2,1860,8220,720,40080,35700,0.89,1860,720,1980,6,2,22260,5220
