date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-02,2023-05-02 07:00:S.000000,2023-05-02 13:00:S.000000,2023-05-02 13:03:S.000000,2023-05-02 20:50:S.000000,2640,0,1920,4440,720,20940,18300,0.87,1920,720,660,2,0,8460,5400
2023-05-02,2023-05-02 19:02:S.000000,2023-05-02 20:41:S.000000,2023-05-02 20:50:S.000000,2023-05-02 22:22:S.000000,3360,0,2820,0,540,5940,2580,0.43,2820,540,0,0,0,2040,540
