date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-22,2023-05-22 03:08:S.000000,2023-05-22 11:29:S.000000,2023-05-22 10:45:S.000000,2023-05-22 13:33:S.000000,1440,1,1320,4260,0,29880,28440,0.95,1320,0,300,3,1,18360,5820
2023-05-22,2023-05-22 17:03:S.000000,2023-05-22 20:30:S.000000,2023-05-22 20:32:S.000000,2023-05-22 22:33:S.000000,2520,0,1620,0,900,12420,9900,0.8,1620,900,0,0,0,6240,3660
2023-05-24,2023-05-23 17:35:S.000000,2023-05-24 07:44:S.000000,2023-05-23 20:52:S.000000,2023-05-24 09:47:S.000000,9240,15,1080,6180,0,48300,39060,0.81,1080,0,10800,9,16,23400,9480
2023-05-24,2023-05-24 18:38:S.000000,2023-05-24 21:33:S.000000,2023-05-24 19:18:S.000000,2023-05-24 23:36:S.000000,6000,1,1740,0,0,9360,3360,0.36,1740,0,5400,0,3,1860,1500
