date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-16,2023-05-15 22:58:S.000000,2023-05-16 08:41:S.000000,2023-05-16 00:21:S.000000,2023-05-16 10:44:S.000000,9360,4,2340,2460,840,34800,25440,0.73,2340,840,6360,2,1,20700,2280
2023-05-17,2023-05-17 00:35:S.000000,2023-05-17 07:45:S.000000,2023-05-17 04:19:S.000000,2023-05-17 09:48:S.000000,2520,3,1140,3960,0,25500,22980,0.9,1140,0,1680,3,2,16440,2580
2023-05-18,2023-05-18 01:52:S.000000,2023-05-18 09:15:S.000000,2023-05-18 03:49:S.000000,2023-05-18 11:19:S.000000,2100,2,600,3660,0,26400,24300,0.92,600,0,1680,1,0,12840,7800
