date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-16,2023-05-16 03:12:S.000000,2023-05-16 09:56:S.000000,2023-05-16 08:24:S.000000,2023-05-16 11:59:S.000000,1860,1,1860,5940,0,24000,22140,0.92,1860,0,240,3,1,7980,8220
2023-05-17,2023-05-17 01:28:S.000000,2023-05-17 10:03:S.000000,2023-05-17 10:05:S.000000,2023-05-17 12:06:S.000000,960,0,960,8580,0,30900,29940,0.97,960,0,0,4,0,7560,13800
2023-05-18,2023-05-18 03:33:S.000000,2023-05-18 11:03:S.000000,2023-05-18 11:05:S.000000,2023-05-18 13:06:S.000000,2520,0,2520,7380,0,27000,24480,0.91,2520,0,0,5,0,4680,12420
