date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-16,2023-05-16 01:40:S.000000,2023-05-16 14:26:S.000000,2023-05-16 11:05:S.000000,2023-05-16 16:29:S.000000,7980,1,2220,9840,0,43380,35400,0.82,2220,0,8340,6,1,22620,2940
2023-05-17,2023-05-17 00:43:S.000000,2023-05-17 07:26:S.000000,2023-05-17 01:09:S.000000,2023-05-17 09:29:S.000000,3600,1,780,1260,0,17640,14040,0.8,780,0,9360,1,1,9780,3000
2023-05-17,2023-05-17 19:41:S.000000,2023-05-17 20:59:S.000000,2023-05-17 20:31:S.000000,2023-05-17 23:02:S.000000,2160,1,1440,0,0,4500,2340,0.52,1440,0,900,0,0,1020,1320
2023-05-18,2023-05-18 03:22:S.000000,2023-05-18 09:41:S.000000,2023-05-18 09:44:S.000000,2023-05-18 11:44:S.000000,4080,0,3420,3960,660,22740,18660,0.82,3420,660,0,3,0,10560,4140
2023-05-18,2023-05-18 21:01:S.000000,2023-05-18 21:50:S.000000,2023-05-18 21:53:S.000000,2023-05-18 23:53:S.000000,1800,0,1800,0,0,2940,1140,0.39,1800,0,0,0,0,600,540
