date,startdate,enddate,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
2023-05-13,2023-05-12 23:17:S.000000,2023-05-13 12:16:S.000000,2023-05-13 10:25:S.000000,2023-05-13 14:22:S.000000,8220,3,2700,9060,3900,46500,38280,0.82,2700,3900,1860,7,1,16680,12540
2023-05-14,2023-05-14 00:42:S.000000,2023-05-14 09:59:S.000000,2023-05-14 10:01:S.000000,2023-05-14 12:02:S.000000,1920,2,1200,4680,0,33420,31500,0.94,1200,0,720,5,0,17100,9720
2023-05-14,2023-05-14 13:07:S.000000,2023-05-14 18:11:S.000000,2023-05-14 15:58:S.000000,2023-05-14 20:14:S.000000,8340,2,3480,0,2940,16260,7920,0.49,3480,2940,3900,0,2,5100,2820
2023-05-15,2023-05-15 00:38:S.000000,2023-05-15 07:32:S.000000,2023-05-15 07:35:S.000000,2023-05-15 09:35:S.000000,3540,0,3540,2400,0,24840,21300,0.86,3540,0,0,1,0,11340,7560
